gene1.1	gene1_v1.1
gene_c1_21800V3.1	gene_c1_21800V1.1
gene_c1_21810V3.1	gene_c1_21810V1.1
gene_c1_21840V3.1	gene_c1_21840V1.1
gene_c1_21850V3.1	gene_c1_21850V1.1
gene_c1_21860V3.1	gene_c1_21860V1.1
gene_c1_21890V3.1	gene_c1_21890V1.1
gene_c1_21900V3.1	gene_c1_21900V1.1
gene_c1_21910V3.1	gene_c1_21910V1.1
gene_c1_21920V3.1	gene_c1_21920V1.1
gene_c1_21950V3.1	gene_c1_21950V1.1
gene_c1_21960V3.1	gene_c1_21960V1.1
gene_c1_21970V3.1	gene_c1_21970V1.1
gene_c1_21980V3.1	gene_c1_21980V1.1
gene_c1_22040V3.1	gene_c1_22040V1.1
gene_c1_22060V3.1	gene_c1_22060V1.1
gene_c1_22066V3.1	
gene_c1_22069V3.1	
gene_c1_22090V3.1	gene_c1_22090V1.1
gene_c1_22100V3.1	gene_c1_22100V1.1
gene_c1_2210V3.1	gene_c1_2210V1.1
gene_c1_22110V3.1	gene_c1_22110V1.1
gene_c1_22120V3.1	gene_c1_22120V1.1
gene_c1_22130V3.1	gene_c1_22130V1.1
gene_c1_22150V3.1	gene_c1_22150V1.1
gene_c1_22160V3.1	gene_c1_22160V1.1
gene_c1_22180V3.1	gene_c1_22180V1.1
gene_c1_22185V3.1	
gene_c1_22200V3.1	gene_c1_22200V1.1
gene_c1_2220V3.1	gene_c1_2220V1.1
gene_c1_22210V3.1	gene_c1_22210V1.1
gene_c1_22220V3.1	gene_c1_22220V1.1
gene_c1_22230V3.1	gene_c1_22230V1.1
gene_c1_22240V3.1	gene_c1_22240V1.1
gene_c1_22260V3.1	gene_c1_22260V1.1
gene_c1_22270V3.1	gene_c1_22270V1.1
gene_c1_22290V3.1	gene_c1_22290V1.1
gene_c1_22300V3.1	gene_c1_22300V1.1
gene_c1_22321V3.1	
gene_c1_22360V3.1	gene_c1_22360V1.1
gene_c1_22410V3.1	gene_c1_22410V1.1
gene_c1_22440V3.1	gene_c1_22440V1.1
gene_c1_22450V3.1	gene_c1_22450V1.1
gene_c1_22470V3.1	gene_c1_22470V1.1
gene_c1_22480V3.1	gene_c1_22480V1.1
gene_c1_22490V3.1	gene_c1_22490V1.1
gene_c1_22500V3.1	gene_c1_22500V1.1
gene_c1_22510V3.1	gene_c1_22510V1.1
gene_c1_22520V3.1	gene_c1_22520V1.1
gene_c1_22530V3.1	gene_c1_22530V1.1
gene_c1_22540V3.1	gene_c1_22540V1.1
gene_c1_22560V3.1	gene_c1_22560V1.1
gene_c1_22570V3.1	
gene_c1_22590V3.1	gene_c1_22590V1.1
gene_c1_22600V3.1	
gene_c1_22610V3.1	gene_c1_22610V1.1
gene_c1_22620V3.1	gene_c1_22620V1.1
gene_c1_22640V3.1	gene_c1_22640V1.1
gene_c1_22650V3.1	gene_c1_22650V1.1
gene_c1_22660V3.1	gene_c1_22660V1.1
gene_c1_22690V3.1	gene_c1_22690V1.1
gene_c1_2270V3.1	gene_c1_2270V1.1
gene_c1_22710V3.1	gene_c1_22710V1.1
gene_c1_22720V3.1	gene_c1_22720V1.1
gene_c1_22730V3.1	gene_c1_22730V1.1
gene_c1_22750V3.1	gene_c1_22750V1.1
gene_c1_22760V3.1	gene_c1_22760V1.1
gene_c1_22770V3.1	gene_c1_22770V1.1
gene_c1_22780V3.1	gene_c1_22780V1.1
gene_c1_22790V3.1	gene_c1_22790V1.1
gene_c1_22810V3.1	gene_c1_22810V1.1
gene_c1_22820V3.1	gene_c1_22820V1.1
gene_c1_22851V3.1	
gene_c1_22860V3.1	gene_c1_22860V1.1
gene_c1_22880V3.1	gene_c1_22880V1.1
gene_c1_22890V3.1	gene_c1_22890V1.1
gene_c1_22900V3.1	gene_c1_22900V1.1
gene_c1_22930V3.1	gene_c1_22930V1.1
gene_c1_22940V3.1	gene_c1_22940V1.1
gene_c1_22950V3.1	gene_c1_22950V1.1
gene_c1_22970V3.1	gene_c1_22970V1.1
gene_c1_23000V3.1	gene_c1_23000V1.1
gene_c1_23010V3.1	gene_c1_23010V1.1
gene_c1_23020V3.1	gene_c1_23020V1.1
gene_c1_23030V3.1	
gene_c1_23040V3.1	gene_c1_23040V1.1
gene_c1_23090V3.1	gene_c1_23090V1.1
gene_c1_23120V3.1	gene_c1_23120V1.1
gene_c1_23130V3.1	gene_c1_23130V1.1
gene_c1_23140V3.1	gene_c1_23140V1.1
gene_c1_23150V3.1	gene_c1_23150V1.1
gene_c1_23160V3.1	gene_c1_23160V1.1
gene_c1_23169V3.1	
gene_c1_23170V3.1	gene_c1_23170V1.1
gene_c1_23190V3.1	gene_c1_23190V1.1
gene_c1_23200V3.1	gene_c1_23200V1.1
gene_c1_23220V3.1	gene_c1_23220V1.1
gene_c1_23250V3.1	gene_c1_23250V1.1
gene_c1_23260V3.1	gene_c1_23260V1.1
gene_c1_23300V3.1	gene_c1_23300V1.1
gene_c1_23330V3.1	gene_c1_23330V1.1
gene_c1_23331V3.1	
gene_c1_23349V3.1	
gene_c1_23350V3.1	gene_c1_23350V1.1
gene_c1_23370V3.1	gene_c1_23370V1.1
gene_c1_23380V3.1	gene_c1_23380V1.1
gene_c1_2340V3.1	gene_c1_2340V1.1
gene_c1_23410V3.1	gene_c1_23410V1.1
gene_c1_23426V3.1	
gene_c1_23449V3.1	
gene_c1_23460V3.1	gene_c1_23460V1.1
gene_c1_23490V3.1	gene_c1_23490V1.1
gene_c1_2350V3.1	gene_c1_2350V1.1
gene_c1_23520V3.1	gene_c1_23520V1.1
gene_c1_23530V3.1	gene_c1_23530V1.1
gene_c1_23558V3.1	
gene_c1_23581V3.1	
gene_c1_23590V3.1	gene_c1_23590V1.1
gene_c1_23600V3.1	gene_c1_23600V1.1
gene_c1_23610V3.1	gene_c1_23610V1.1
gene_c1_23611V3.1	
gene_c1_23620V3.1	gene_c1_23620V1.1
gene_c1_23670V3.1	gene_c1_23670V1.1
gene_c1_23680V3.1	gene_c1_23680V1.1
gene_c1_23700V3.1	gene_c1_23700V1.1
gene_c1_23750V3.1	gene_c1_23750V1.1
gene_c1_23760V3.1	gene_c1_23760V1.1
gene_c1_23790V3.1	gene_c1_23790V1.1
gene_c1_23810V3.1	gene_c1_23810V1.1
gene_c1_23830V3.1	gene_c1_23830V1.1
gene_c1_23850V3.1	gene_c1_23850V1.1
gene_c1_23870V3.1	gene_c1_23870V1.1
gene_c1_23890V3.1	gene_c1_23890V1.1
gene_c1_23900V3.1	gene_c1_23900V1.1
gene_c1_2390V3.1	gene_c1_2390V1.1
gene_c1_23920V3.1	gene_c1_23920V1.1
gene_c1_23930V3.1	gene_c1_23930V1.1
gene_c1_23940V3.1	gene_c1_23940V1.1
gene_c1_23960V3.1	gene_c1_23960V1.1
gene_c1_23970V3.1	gene_c1_23970V1.1
gene_c1_23980V3.1	gene_c1_23980V1.1
gene_c1_23990V3.1	gene_c1_23990V1.1
gene_c1_24000V3.1	gene_c1_24000V1.1
gene_c1_2400V3.1	gene_c1_2400V1.1
gene_c1_24020V3.1	gene_c1_24020V1.1
gene_c1_24070V3.1	gene_c1_24070V1.1
gene_c1_24080V3.1	gene_c1_24080V1.1
gene_c1_24090V3.1	gene_c1_24090V1.1
gene_c1_24110V3.1	gene_c1_24110V1.1
gene_c1_24111V3.1	
gene_c1_24120V3.1	gene_c1_24120V1.1
gene_c1_2420V3.1	gene_c1_2420V1.1
gene_c1_24220V3.1	gene_c1_24220V1.1
gene_c1_24280V3.1	gene_c1_24280V1.1
gene_c1_24295V3.1	
gene_c1_24300V3.1	gene_c1_24300V1.1
gene_c1_24320V3.1	gene_c1_24320V1.1
gene_c1_24330V3.1	gene_c1_24330V1.1
gene_c1_24340V3.1	gene_c1_24340V1.1
gene_c1_24350V3.1	gene_c1_24350V1.1
gene_c1_24409V3.1	
gene_c1_24420V3.1	gene_c1_24420V1.1
gene_c1_24440V3.1	gene_c1_24440V1.1
gene_c1_24490V3.1	
gene_c1_24500V3.1	gene_c1_24500V1.1
gene_c1_2450V3.1	gene_c1_2450V1.1
gene_c1_24530V3.1	gene_c1_24530V1.1
gene_c1_24550V3.1	gene_c1_24550V1.1
gene_c1_24560V3.1	gene_c1_24560V1.1
gene_c1_24570V3.1	gene_c1_24570V1.1
gene_c1_24590V3.1	gene_c1_24590V1.1
gene_c1_24600V3.1	gene_c1_24600V1.1
gene_c1_2460V3.1	gene_c1_2460V1.1
gene_c1_24610V3.1	gene_c1_24610V1.1
gene_c1_24640V3.1	
gene_c1_24660V3.1	gene_c1_24660V1.1
gene_c1_24700V3.1	gene_c1_24700V1.1
gene_c1_24720V3.1	gene_c1_24720V1.1
gene_c1_24730V3.1	gene_c1_24730V1.1
gene_c1_24760V3.1	gene_c1_24760V1.1
gene_c1_24779V3.1	
gene_c1_24790V3.1	gene_c1_24790V1.1
gene_c1_24800V3.1	
gene_c1_24820V3.1	gene_c1_24820V1.1
gene_c1_24830V3.1	gene_c1_24830V1.1
gene_c1_24840V3.1	gene_c1_24840V1.1
gene_c1_24850V3.1	gene_c1_24850V1.1
gene_c1_24880V3.1	gene_c1_24880V1.1
gene_c1_24890V3.1	gene_c1_24890V1.1
gene_c1_24894V3.1	
gene_c1_24900V3.1	gene_c1_24900V1.1
gene_c1_24910V3.1	gene_c1_24910V1.1
gene_c1_24930V3.1	gene_c1_24930V1.1
gene_c1_24950V3.1	gene_c1_24950V1.1
gene_c1_24960V3.1	gene_c1_24960V1.1
gene_c1_24980V3.1	gene_c1_24980V1.1
gene_c1_25000V3.1	gene_c1_25000V1.1
gene_c1_25020V3.1	
gene_c1_25040V3.1	gene_c1_25040V1.1
gene_c1_25060V3.1	gene_c1_25060V1.1
gene_c1_25070V3.1	gene_c1_25070V1.1
gene_c1_25080V3.1	gene_c1_25080V1.1
gene_c1_25090V3.1	gene_c1_25090V1.1
gene_c1_250V3.1	
gene_c1_25100V3.1	gene_c1_25100V1.1
gene_c1_2510V3.1	gene_c1_2510V1.1
gene_c1_25110V3.1	gene_c1_25110V1.1
gene_c1_25128V3.1	
gene_c1_25150V3.1	gene_c1_25150V1.1
gene_c1_25160V3.1	gene_c1_25160V1.1
gene_c1_25190V3.1	gene_c1_25190V1.1
gene_c1_25208V3.1	
gene_c1_2520V3.1	gene_c1_2520V1.1
gene_c1_25220V3.1	gene_c1_25220V1.1
gene_c1_25230V3.1	gene_c1_25230V1.1
gene_c1_25240V3.1	gene_c1_25240V1.1
gene_c1_25250V3.1	gene_c1_25250V1.1
gene_c1_25260V3.1	gene_c1_25260V1.1
gene_c1_25280V3.1	gene_c1_25280V1.1
gene_c1_25290V3.1	gene_c1_25290V1.1
gene_c1_25330V3.1	gene_c1_25330V1.1
gene_c1_25390V3.1	
gene_c1_25400V3.1	gene_c1_25400V1.1
gene_c1_2540V3.1	gene_c1_2540V1.1
gene_c1_25410V3.1	gene_c1_25410V1.1
gene_c1_25420V3.1	gene_c1_25420V1.1
gene_c1_25430V3.1	gene_c1_25430V1.1
gene_c1_25450V3.1	gene_c1_25450V1.1
gene_c1_25470V3.1	
gene_c1_25570V3.1	gene_c1_25570V1.1
gene_c1_25590V3.1	gene_c1_25590V1.1
gene_c1_25610V3.1	gene_c1_25610V1.1
gene_c1_25640V3.1	gene_c1_25640V1.1
gene_c1_25660V3.1	gene_c1_25660V1.1
gene_c1_25680V3.1	gene_c1_25680V1.1
gene_c1_25700V3.1	gene_c1_25700V1.1
gene_c1_25750V3.1	gene_c1_25750V1.1
gene_c1_25760V3.1	gene_c1_25760V1.1
gene_c1_25770V3.1	gene_c1_25770V1.1
gene_c1_25790V3.1	gene_c1_25790V1.1
gene_c1_25820V3.1	gene_c1_25820V1.1
gene_c1_25850V3.1	gene_c1_25850V1.1
gene_c1_25860V3.1	gene_c1_25860V1.1
gene_c1_25870V3.1	gene_c1_25870V1.1
gene_c1_2590V3.1	gene_c1_2590V1.1
gene_c1_25910V3.1	gene_c1_25910V1.1
gene_c1_25920V3.1	gene_c1_25920V1.1
gene_c1_25930V3.1	gene_c1_25930V1.1
gene_c1_25940V3.1	gene_c1_25940V1.1
gene_c1_25950V3.1	gene_c1_25950V1.1
gene_c1_25959V3.1	
gene_c1_25970V3.1	gene_c1_25970V1.1
gene_c1_25980V3.1	gene_c1_25980V1.1
gene_c1_25990V3.1	
gene_c1_26000V3.1	gene_c1_26000V1.1
gene_c1_26030V3.1	gene_c1_26030V1.1
gene_c1_26060V3.1	gene_c1_26060V1.1
gene_c1_26070V3.1	gene_c1_26070V1.1
gene_c1_26180V3.1	gene_c1_26180V1.1
gene_c1_26200V3.1	gene_c1_26200V1.1
gene_c1_26220V3.1	
gene_c1_26240V3.1	gene_c1_26240V1.1
gene_c1_26250V3.1	gene_c1_26250V1.1
gene_c1_26260V3.1	gene_c1_26260V1.1
gene_c1_26270V3.1	gene_c1_26270V1.1
gene_c1_26280V3.1	gene_c1_26280V1.1
gene_c1_26350V3.1	gene_c1_26350V1.1
gene_c1_2650V3.1	gene_c1_2650V1.1
gene_c1_26530V3.1	gene_c1_26530V1.1
gene_c1_26540V3.1	gene_c1_26540V1.1
gene_c1_26600V3.1	gene_c1_26600V1.1
gene_c1_26610V3.1	gene_c1_26610V1.1
gene_c1_26660V3.1	gene_c1_26660V1.1
gene_c1_26670V3.1	gene_c1_26670V1.1
gene_c1_26680V3.1	gene_c1_26680V1.1
gene_c1_26700V3.1	gene_c1_26700V1.1
gene_c1_26720V3.1	gene_c1_26720V1.1
gene_c1_26730V3.1	gene_c1_26730V1.1
gene_c1_26740V3.1	gene_c1_26740V1.1
gene_c1_26750V3.1	gene_c1_26750V1.1
gene_c1_26770V3.1	gene_c1_26770V1.1
gene_c1_26780V3.1	gene_c1_26780V1.1
gene_c1_26810V3.1	gene_c1_26810V1.1
gene_c1_26830V3.1	gene_c1_26830V1.1
gene_c1_26860V3.1	gene_c1_26860V1.1
gene_c1_26880V3.1	gene_c1_26880V1.1
gene_c1_26899V3.1	
gene_c1_26930V3.1	gene_c1_26930V1.1
gene_c1_26960V3.1	gene_c1_26960V1.1
gene_c1_26970V3.1	gene_c1_26970V1.1
gene_c1_26980V3.1	gene_c1_26980V1.1
gene_c1_27000V3.1	gene_c1_27000V1.1
gene_c1_2700V3.1	gene_c1_2700V1.1
gene_c1_27010V3.1	gene_c1_27010V1.1
gene_c1_27020V3.1	gene_c1_27020V1.1
gene_c1_27050V3.1	gene_c1_27050V1.1
gene_c1_27060V3.1	gene_c1_27060V1.1
gene_c1_270V3.1	gene_c1_270V1.1
gene_c1_2710V3.1	gene_c1_2710V1.1
gene_c1_27120V3.1	
gene_c1_27140V3.1	
gene_c1_27150V3.1	gene_c1_27150V1.1
gene_c1_27160V3.1	gene_c1_27160V1.1
gene_c1_27170V3.1	gene_c1_27170V1.1
gene_c1_27180V3.1	gene_c1_27180V1.1
gene_c1_27190V3.1	gene_c1_27190V1.1
gene_c1_27230V3.1	gene_c1_27230V1.1
gene_c1_27270V3.1	gene_c1_27270V1.1
gene_c1_27300V3.1	gene_c1_27300V1.1
gene_c1_2730V3.1	gene_c1_2730V1.1
gene_c1_27330V3.1	gene_c1_27330V1.1
gene_c1_27360V3.1	gene_c1_27360V1.1
gene_c1_27361V3.1	
gene_c1_27370V3.1	gene_c1_27370V1.1
gene_c1_2740V3.1	gene_c1_2740V1.1
gene_c1_27420V3.1	gene_c1_27420V1.1
gene_c1_27440V3.1	gene_c1_27440V1.1
gene_c1_27480V3.1	gene_c1_27480V1.1
gene_c1_27500V3.1	gene_c1_27500V1.1
gene_c1_27510V3.1	gene_c1_27510V1.1
gene_c1_27530V3.1	gene_c1_27530V1.1
gene_c1_27550V3.1	
gene_c1_27630V3.1	gene_c1_27630V1.1
gene_c1_27670V3.1	gene_c1_27670V1.1
gene_c1_2770V3.1	gene_c1_2770V1.1
gene_c1_27710V3.1	gene_c1_27710V1.1
gene_c1_27760V3.1	gene_c1_27760V1.1
gene_c1_27779V3.1	
gene_c1_27810V3.1	gene_c1_27810V1.1
gene_c1_27830V3.1	gene_c1_27830V1.1
gene_c1_27850V3.1	gene_c1_27850V1.1
gene_c1_27860V3.1	gene_c1_27860V1.1
gene_c1_27870V3.1	gene_c1_27870V1.1
gene_c1_27900V3.1	gene_c1_27900V1.1
gene_c1_27910V3.1	gene_c1_27910V1.1
gene_c1_27930V3.1	gene_c1_27930V1.1
gene_c1_27960V3.1	gene_c1_27960V1.1
gene_c1_27970V3.1	gene_c1_27970V1.1
gene_c1_27980V3.1	gene_c1_27980V1.1
gene_c1_27990V3.1	gene_c1_27990V1.1
gene_c1_28001V3.1	
gene_c1_28010V3.1	gene_c1_28010V1.1
gene_c1_28020V3.1	gene_c1_28020V1.1
gene_c1_28030V3.1	gene_c1_28030V1.1
gene_c1_28050V3.1	gene_c1_28050V1.1
gene_c1_28060V3.1	gene_c1_28060V1.1
gene_c1_28090V3.1	gene_c1_28090V1.1
gene_c1_280V3.1	gene_c1_280V1.1
gene_c1_28110V3.1	gene_c1_28110V1.1
gene_c1_28150V3.1	gene_c1_28150V1.1
gene_c1_28163V3.1	
gene_c1_28170V3.1	gene_c1_28170V1.1
gene_c1_28191V3.1	
gene_c1_28200V3.1	gene_c1_28200V1.1
gene_c1_28210V3.1	gene_c1_28210V1.1
gene_c1_28220V3.1	gene_c1_28220V1.1
gene_c1_28260V3.1	gene_c1_28260V1.1
gene_c1_28300V3.1	gene_c1_28300V1.1
gene_c1_2830V3.1	gene_c1_2830V1.1
gene_c1_28310V3.1	gene_c1_28310V1.1
gene_c1_28320V3.1	gene_c1_28320V1.1
gene_c1_28340V3.1	gene_c1_28340V1.1
gene_c1_28350V3.1	gene_c1_28350V1.1
gene_c1_28370V3.1	gene_c1_28370V1.1
gene_c1_28390V3.1	gene_c1_28390V1.1
gene_c1_283V3.1	
gene_c1_2841V3.1	
gene_c1_28420V3.1	
gene_c1_28430V3.1	gene_c1_28430V1.1
gene_c1_28460V3.1	gene_c1_28460V1.1
gene_c1_28471V3.1	
gene_c1_28480V3.1	gene_c1_28480V1.1
gene_c1_28510V3.1	gene_c1_28510V1.1
gene_c1_28520V3.1	gene_c1_28520V1.1
gene_c1_28560V3.1	gene_c1_28560V1.1
gene_c1_28610V3.1	gene_c1_28610V1.1
gene_c1_28630V3.1	gene_c1_28630V1.1
gene_c1_28640V3.1	gene_c1_28640V1.1
gene_c1_28670V3.1	gene_c1_28670V1.1
gene_c1_28680V3.1	gene_c1_28680V1.1
gene_c1_28690V3.1	gene_c1_28690V1.1
gene_c1_28730V3.1	gene_c1_28730V1.1
gene_c1_28740V3.1	gene_c1_28740V1.1
gene_c1_28750V3.1	gene_c1_28750V1.1
gene_c1_28760V3.1	gene_c1_28760V1.1
gene_c1_28770V3.1	gene_c1_28770V1.1
gene_c1_28780V3.1	gene_c1_28780V1.1
gene_c1_28790V3.1	gene_c1_28790V1.1
gene_c1_2880V3.1	gene_c1_2880V1.1
gene_c1_28820V3.1	gene_c1_28820V1.1
gene_c1_28840V3.1	gene_c1_28840V1.1
gene_c1_28860V3.1	gene_c1_28860V1.1
gene_c1_28870V3.1	gene_c1_28870V1.1
gene_c1_28880V3.1	gene_c1_28880V1.1
gene_c1_28891V3.1	
gene_c1_28900V3.1	gene_c1_28900V1.1
gene_c1_28930V3.1	gene_c1_28930V1.1
gene_c1_28940V3.1	gene_c1_28940V1.1
gene_c1_28970V3.1	gene_c1_28970V1.1
gene_c1_28980V3.1	gene_c1_28980V1.1
gene_c1_28990V3.1	gene_c1_28990V1.1
gene_c1_29020V3.1	gene_c1_29020V1.1
gene_c1_29030V3.1	gene_c1_29030V1.1
gene_c1_29050V3.1	gene_c1_29050V1.1
gene_c1_29070V3.1	gene_c1_29070V1.1
gene_c1_29080V3.1	gene_c1_29080V1.1
gene_c1_29082V3.1	
gene_c1_29090V3.1	gene_c1_29090V1.1
gene_c1_290V3.1	
gene_c1_29130V3.1	gene_c1_29130V1.1
gene_c1_29150V3.1	gene_c1_29150V1.1
gene_c1_29160V3.1	gene_c1_29160V1.1
gene_c1_29170V3.1	gene_c1_29170V1.1
gene_c1_29179V3.1	
gene_c1_2920V3.1	gene_c1_2920V1.1
gene_c1_29260V3.1	gene_c1_29260V1.1
gene_c1_29300V3.1	gene_c1_29300V1.1
gene_c1_29330V3.1	gene_c1_29330V1.1
gene_c1_29340V3.1	gene_c1_29340V1.1
gene_c1_29350V3.1	gene_c1_29350V1.1
gene_c1_29360V3.1	gene_c1_29360V1.1
gene_c1_29380V3.1	gene_c1_29380V1.1
gene_c1_29390V3.1	gene_c1_29390V1.1
gene_c1_29420V3.1	gene_c1_29420V1.1
gene_c1_29440V3.1	gene_c1_29440V1.1
gene_c1_29460V3.1	gene_c1_29460V1.1
gene_c1_29470V3.1	gene_c1_29470V1.1
gene_c1_29490V3.1	gene_c1_29490V1.1
gene_c1_29500V3.1	gene_c1_29500V1.1
gene_c1_29560V3.1	gene_c1_29560V1.1
gene_c1_29590V3.1	gene_c1_29590V1.1
gene_c1_29600V3.1	gene_c1_29600V1.1
gene_c1_2960V3.1	gene_c1_2960V1.1
gene_c1_29610V3.1	gene_c1_29610V1.1
gene_c1_29630V3.1	gene_c1_29630V1.1
gene_c1_29650V3.1	gene_c1_29650V1.1
gene_c1_29660V3.1	gene_c1_29660V1.1
gene_c1_29680V3.1	gene_c1_29680V1.1
gene_c1_29690V3.1	gene_c1_29690V1.1
gene_c1_29700V3.1	gene_c1_29700V1.1
gene_c1_29710V3.1	gene_c1_29710V1.1
gene_c1_29770V3.1	gene_c1_29770V1.1
gene_c1_2980V3.1	gene_c1_2980V1.1
gene_c1_29810V3.1	gene_c1_29810V1.1
gene_c1_29830V3.1	gene_c1_29830V1.1
gene_c1_29840V3.1	gene_c1_29840V1.1
gene_c1_29850V3.1	gene_c1_29850V1.1
gene_c1_29920V3.1	gene_c1_29920V1.1
gene_c1_29930V3.1	gene_c1_29930V1.1
gene_c1_29960V3.1	gene_c1_29960V1.1
gene_c1_29970V3.1	gene_c1_29970V1.1
gene_c1_3000V3.1	gene_c1_3000V1.1
gene_c1_30010V3.1	gene_c1_30010V1.1
gene_c1_30020V3.1	gene_c1_30020V1.1
gene_c1_30040V3.1	gene_c1_30040V1.1
gene_c1_30050V3.1	gene_c1_30050V1.1
gene_c1_30080V3.1	gene_c1_30080V1.1
gene_c1_30090V3.1	gene_c1_30090V1.1
gene_c1_300V3.1	gene_c1_300V1.1
gene_c1_30120V3.1	gene_c1_30120V1.1
gene_c1_30130V3.1	gene_c1_30130V1.1
gene_c1_30140V3.1	gene_c1_30140V1.1
gene_c1_30150V3.1	gene_c1_30150V1.1
gene_c1_30210V3.1	gene_c1_30210V1.1
gene_c1_30220V3.1	gene_c1_30220V1.1
gene_c1_30300V3.1	gene_c1_30300V1.1
gene_c1_30310V3.1	gene_c1_30310V1.1
gene_c1_30350V3.1	gene_c1_30350V1.1
gene_c1_30360V3.1	gene_c1_30360V1.1
gene_c1_30380V3.1	gene_c1_30380V1.1
gene_c1_30400V3.1	gene_c1_30400V1.1
gene_c1_3040V3.1	gene_c1_3040V1.1
gene_c1_30410V3.1	gene_c1_30410V1.1
gene_c1_30428V3.1	
gene_c1_30500V3.1	gene_c1_30500V1.1
gene_c1_3050V3.1	gene_c1_3050V1.1
gene_c1_30530V3.1	gene_c1_30530V1.1
gene_c1_30540V3.1	
gene_c1_30550V3.1	gene_c1_30550V1.1
gene_c1_30570V3.1	gene_c1_30570V1.1
gene_c1_30590V3.1	gene_c1_30590V1.1
gene_c1_3060V3.1	gene_c1_3060V1.1
gene_c1_30610V3.1	gene_c1_30610V1.1
gene_c1_30620V3.1	gene_c1_30620V1.1
gene_c1_30630V3.1	gene_c1_30630V1.1
gene_c1_30640V3.1	gene_c1_30640V1.1
gene_c1_30660V3.1	gene_c1_30660V1.1
gene_c1_30720V3.1	gene_c1_30720V1.1
gene_c1_30723V3.1	
gene_c1_30730V3.1	gene_c1_30730V1.1
gene_c1_30760V3.1	gene_c1_30760V1.1
gene_c1_30770V3.1	
gene_c1_3077V3.1	
gene_c1_30780V3.1	gene_c1_30780V1.1
gene_c1_30790V3.1	gene_c1_30790V1.1
gene_c1_30800V3.1	gene_c1_30800V1.1
gene_c1_30810V3.1	gene_c1_30810V1.1
gene_c1_30870V3.1	gene_c1_30870V1.1
gene_c1_30900V3.1	gene_c1_30900V1.1
gene_c1_3090V3.1	gene_c1_3090V1.1
gene_c1_30920V3.1	
gene_c1_30940V3.1	gene_c1_30940V1.1
gene_c1_30960V3.1	gene_c1_30960V1.1
gene_c1_30970V3.1	gene_c1_30970V1.1
gene_c1_30990V3.1	gene_c1_30990V1.1
gene_c1_3100V3.1	gene_c1_3100V1.1
gene_c1_31020V3.1	gene_c1_31020V1.1
gene_c1_31050V3.1	gene_c1_31050V1.1
gene_c1_31060V3.1	gene_c1_31060V1.1
gene_c1_31068V3.1	
gene_c1_31097V3.1	
gene_c1_310V3.1	gene_c1_310V1.1
gene_c1_31111V3.1	
gene_c1_31120V3.1	
gene_c1_31160V3.1	gene_c1_31160V1.1
gene_c1_31190V3.1	gene_c1_31190V1.1
gene_c1_31210V3.1	gene_c1_31210V1.1
gene_c1_31220V3.1	gene_c1_31220V1.1
gene_c1_31230V3.1	gene_c1_31230V1.1
gene_c1_31250V3.1	gene_c1_31250V1.1
gene_c1_31280V3.1	gene_c1_31280V1.1
gene_c1_31300V3.1	gene_c1_31300V1.1
gene_c1_31360V3.1	gene_c1_31360V1.1
gene_c1_31370V3.1	gene_c1_31370V1.1
gene_c1_31401V3.1	
gene_c1_3140V3.1	gene_c1_3140V1.1
gene_c1_31420V3.1	gene_c1_31420V1.1
gene_c1_31430V3.1	gene_c1_31430V1.1
gene_c1_31440V3.1	gene_c1_31440V1.1
gene_c1_31470V3.1	gene_c1_31470V1.1
gene_c1_31480V3.1	gene_c1_31480V1.1
gene_c1_31509V3.1	
gene_c1_3150V3.1	gene_c1_3150V1.1
gene_c1_31520V3.1	gene_c1_31520V1.1
gene_c1_31530V3.1	gene_c1_31530V1.1
gene_c1_31540V3.1	gene_c1_31540V1.1
gene_c1_31600V3.1	gene_c1_31600V1.1
gene_c1_3160V3.1	gene_c1_3160V1.1
gene_c1_31610V3.1	gene_c1_31610V1.1
gene_c1_31630V3.1	gene_c1_31630V1.1
gene_c1_31680V3.1	gene_c1_31680V1.1
gene_c1_3170V3.1	gene_c1_3170V1.1
gene_c1_31710V3.1	gene_c1_31710V1.1
gene_c1_31720V3.1	gene_c1_31720V1.1
gene_c1_31730V3.1	gene_c1_31730V1.1
gene_c1_31740V3.1	gene_c1_31740V1.1
gene_c1_31750V3.1	gene_c1_31750V1.1
gene_c1_31760V3.1	gene_c1_31760V1.1
gene_c1_3180V3.1	gene_c1_3180V1.1
gene_c1_31830V3.1	gene_c1_31830V1.1
gene_c1_31850V3.1	gene_c1_31850V1.1
gene_c1_31900V3.1	
gene_c1_3190V3.1	gene_c1_3190V1.1
gene_c1_31910V3.1	gene_c1_31910V1.1
gene_c1_31930V3.1	gene_c1_31930V1.1
gene_c1_31940V3.1	gene_c1_31940V1.1
gene_c1_31960V3.1	gene_c1_31960V1.1
gene_c1_31970V3.1	gene_c1_31970V1.1
gene_c1_31980V3.1	gene_c1_31980V1.1
gene_c1_3200V3.1	gene_c1_3200V1.1
gene_c1_32010V3.1	gene_c1_32010V1.1
gene_c1_32020V3.1	gene_c1_32020V1.1
gene_c1_32030V3.1	gene_c1_32030V1.1
gene_c1_32040V3.1	gene_c1_32040V1.1
gene_c1_32060V3.1	gene_c1_32060V1.1
gene_c1_32070V3.1	gene_c1_32070V1.1
gene_c1_32090V3.1	gene_c1_32090V1.1
gene_c1_3210V3.1	gene_c1_3210V1.1
